"","TYPE","ZONE","CASES","DEATH","DATE"
"3535","School","Central",3,0,2021-04-15
"3536","Manufacturing","Calgary",12,0,2021-04-15
"3537","Social Service","North",1,0,2021-04-15
"3538","Social Service","Central",23,0,2021-04-15
"3539","Construction","North",6,0,2021-04-15
"3540","Manufacturing","Edmonton",7,0,2021-04-16
"3541","Church","Calgary",15,0,2021-04-16
"3542","Auto Delearship","North",8,0,2021-04-16
"3543","School","Central",8,0,2021-04-16
"3544","Group Home","North",5,0,2021-04-16
"3545","Junior/High School","South",8,0,2021-04-16
"3546","Junior/High School","Edmonton",4,0,2021-04-16
"3547","Junior/High School","Calgary",11,0,2021-04-16
"3548","Long-Term Care","Edmonton",1,0,2021-04-16
"3549","School","Edmonton",5,0,2021-04-16
"3550","School","Edmonton",2,0,2021-04-16
"3551","Childcare","Edmonton",4,0,2021-04-16
"3552","School","Central",5,0,2021-04-16
"3553","Junior/High School","Edmonton",8,0,2021-04-16
"3554","Communal","North",116,0,2021-04-16
"3555","School","Edmonton",2,0,2021-04-16
"3556","School","Central",4,0,2021-04-16
"3557","Long-Term Care","Edmonton",1,0,2021-04-16
"3558","Manufacturing","South",5,0,2021-04-16
"3559","School","Edmonton",12,0,2021-04-16
"3560","School","Calgary",10,0,2021-04-16
"3561","Manufacturing","North",16,0,2021-04-16
"3562","Junior/High School","Edmonton",5,0,2021-04-16
"3563","School","South",6,0,2021-04-16
"3564","School","Edmonton",8,0,2021-04-16
"3565","Office","Edmonton",6,0,2021-04-16
"3566","Social Service","Calgary",5,0,2021-04-16
"3567","Long-Term Care","Central",1,0,2021-04-16
"3568","Childcare","North",5,0,2021-04-16
"3569","Childcare","Calgary",9,0,2021-04-16
"3570","Childcare","Edmonton",10,0,2021-04-16
"3571","Junior/High School","Central",9,0,2021-04-16
"3572","Long-Term Care","Calgary",1,0,2021-04-16
"3573","School","Calgary",4,0,2021-04-17
"3574","Childcare","Calgary",5,0,2021-04-17
"3575","Childcare","Calgary",4,0,2021-04-17
"3576","Childcare","Central",4,0,2021-04-17
"3577","Long-Term Care","Calgary",1,0,2021-04-17
"3578","Long-Term Care","Edmonton",2,0,2021-04-17
"3579","Long-Term Care","Central",1,0,2021-04-17
"3580","Restaurant","Calgary",15,0,2021-04-17
"3581","Long-Term Care","Edmonton",1,0,2021-04-17
"3582","Junior/High School","Central",2,0,2021-04-17
"3583","Auto Delearship","Calgary",14,0,2021-04-17
"3584","Long-Term Care","Edmonton",1,0,2021-04-17
"3585","Junior/High School","Edmonton",4,0,2021-04-17
"3586","Junior/High School","Edmonton",4,0,2021-04-17
"3587","School","South",7,0,2021-04-17
"3588","School","Central",7,0,2021-04-17
"3589","Junior/High School","Edmonton",6,0,2021-04-17
"3590","School","North",6,0,2021-04-17
"3591","School","South",5,0,2021-04-17
"3592","School","Calgary",4,0,2021-04-17
"3593","School","Edmonton",4,0,2021-04-17
"3594","School","Calgary",4,0,2021-04-17
"3595","Grocery/Essential","Edmonton",9,0,2021-04-17
"3596","Correctional","Edmonton",4,0,2021-04-17
"3597","School","Central",3,0,2021-04-17
"3598","School","Calgary",3,0,2021-04-17
"3599","School","Calgary",3,0,2021-04-17
"3600","Social Service","Calgary",3,0,2021-04-17
"3601","Childcare","Edmonton",13,0,2021-04-17
"3602","Manufacturing","North",5,0,2021-04-17
"3603","Childcare","North",3,0,2021-04-17
"3604","School","South",2,0,2021-04-17
"3605","School","Calgary",2,0,2021-04-17
"3606","School","Edmonton",2,0,2021-04-17
"3607","School","Edmonton",10,0,2021-04-18
"3608","Social Service","Edmonton",2,0,2021-04-18
"3609","Junior/High School","Central",33,0,2021-04-18
"3610","School","Calgary",5,0,2021-04-18
"3611","Long-Term Care","Edmonton",1,0,2021-04-18
"3612","Childcare","Edmonton",24,0,2021-04-18
"3613","School","Edmonton",3,0,2021-04-18
"3614","School","Edmonton",3,0,2021-04-18
"3615","School","Calgary",9,0,2021-04-18
"3616","Junior/High School","Central",8,0,2021-04-18
"3617","School","North",6,0,2021-04-18
"3618","School","Calgary",6,0,2021-04-18
"3619","School","Calgary",6,0,2021-04-18
"3620","School","Calgary",6,0,2021-04-18
"3621","School","Calgary",6,0,2021-04-18
"3622","Childcare","North",6,0,2021-04-18
"3623","School","North",2,0,2021-04-18
"3624","School","Edmonton",2,0,2021-04-18
"3625","Long-Term Care","South",14,1,2021-04-18
"3626","Long-Term Care","Edmonton",2,0,2021-04-18
"3627","Manufacturing","Edmonton",15,0,2021-04-18
"3628","School","Edmonton",2,0,2021-04-18
"3629","School","Edmonton",2,0,2021-04-18
"3630","Auto Delearship","Edmonton",9,0,2021-04-18
"3631","Junior/High School","North",12,0,2021-04-18
"3632","Junior/High School","Calgary",14,0,2021-04-18
"3633","School","North",13,0,2021-04-18
"3634","Gym/Sports","Calgary",6,0,2021-04-18
"3635","Long-Term Care","Calgary",9,0,2021-04-18
"3636","School","Calgary",12,0,2021-04-18
"3637","School","Edmonton",4,0,2021-04-18
"3638","Junior/High School","Edmonton",2,0,2021-04-18
"3639","School","Edmonton",4,0,2021-04-18
"3640","Childcare","Calgary",2,0,2021-04-18
"3641","School","North",8,0,2021-04-18
"3642","Social Service","Calgary",6,0,2021-04-18
"3643","Childcare","North",12,0,2021-04-18
"3644","Grocery/Essential","Edmonton",13,0,2021-04-18
"3645","School","Calgary",5,0,2021-04-18
"3646","Social Service","North",6,0,2021-04-18
"3647","School","Edmonton",5,0,2021-04-18
"3648","Childcare","Calgary",19,0,2021-04-18
"3649","School","North",2,0,2021-04-19
"3650","Manufacturing","Calgary",7,0,2021-04-19
"3651","School","North",2,0,2021-04-19
"3652","School","Edmonton",2,0,2021-04-19
"3653","Junior/High School","Central",29,0,2021-04-19
"3654","Construction","Calgary",11,0,2021-04-19
"3655","Manufacturing","Central",6,0,2021-04-19
"3656","Long-Term Care","Calgary",3,0,2021-04-19
"3657","Childcare","Edmonton",8,0,2021-04-19
"3658","School","Central",10,0,2021-04-19
"3659","Childcare","Calgary",10,0,2021-04-19
"3660","Junior/High School","Edmonton",3,0,2021-04-19
"3661","Restaurant","Calgary",5,0,2021-04-19
"3662","Long-Term Care","North",2,0,2021-04-19
"3663","Grocery/Essential","Calgary",9,0,2021-04-19
"3664","School","Calgary",44,0,2021-04-19
"3665","Manufacturing","Edmonton",2,0,2021-04-19
"3666","Childcare","Edmonton",4,0,2021-04-19
"3667","Junior/High School","North",5,0,2021-04-19
"3668","Childcare","Edmonton",16,0,2021-04-19
"3669","School","North",7,0,2021-04-19
"3670","Social Service","Calgary",2,0,2021-04-19
"3671","School","Edmonton",3,0,2021-04-19
"3672","School","North",3,0,2021-04-19
"3673","School","North",3,0,2021-04-19
"3674","School","North",22,0,2021-04-19
"3675","Food Manufacturing","South",4,0,2021-04-19
"3676","School","Central",2,0,2021-04-19
"3677","School","Edmonton",3,0,2021-04-21
"3678","Restaurant","Edmonton",6,0,2021-04-21
"3679","Childcare","Central",3,0,2021-04-21
"3680","Childcare","North",3,0,2021-04-21
"3681","Childcare","Calgary",3,0,2021-04-21
"3682","Childcare","South",3,0,2021-04-21
"3683","Long-Term Care","South",5,0,2021-04-21
"3684","Restaurant","Calgary",10,0,2021-04-21
"3685","Frontline","North",8,0,2021-04-21
"3686","Gym/Sports","Central",73,0,2021-04-21
"3687","Business","North",9,0,2021-04-21
"3688","Gym/Sports","Edmonton",14,0,2021-04-21
"3689","Construction","Edmonton",5,0,2021-04-21
"3690","School","Calgary",2,0,2021-04-21
"3691","School","North",2,0,2021-04-21
"3692","School","Calgary",2,0,2021-04-21
"3693","School","Calgary",2,0,2021-04-21
"3694","School","Edmonton",4,0,2021-04-21
"3695","Construction","Calgary",11,0,2021-04-21
"3696","School","Edmonton",5,0,2021-04-21
"3697","School","South",5,0,2021-04-21
"3698","School","North",5,0,2021-04-21
"3699","School","Calgary",5,0,2021-04-21
"3700","School","Central",5,0,2021-04-21
"3701","School","Calgary",5,0,2021-04-21
"3702","School","Edmonton",2,0,2021-04-21
"3703","Junior/High School","Calgary",15,0,2021-04-21
"3704","School","Edmonton",4,0,2021-04-21
"3705","Childcare","Edmonton",6,0,2021-04-21
"3706","School","Edmonton",6,0,2021-04-21
"3707","Junior/High School","South",10,0,2021-04-21
"3708","Junior/High School","Calgary",6,0,2021-04-21
"3709","School","Edmonton",3,0,2021-04-21
"3710","School","Edmonton",3,0,2021-04-21
"3711","School","Calgary",3,0,2021-04-21
"3712","School","Central",3,0,2021-04-21
"3713","School","North",3,0,2021-04-21
"3714","Auto Delearship","Edmonton",6,0,2021-04-21
"3715","Social Service","Central",2,0,2021-04-21
"3716","Manufacturing","Calgary",12,0,2021-04-21
"3717","School","South",4,0,2021-04-21
"3718","Junior/High School","North",6,0,2021-04-21
"3719","School","Calgary",4,0,2021-04-21
"3720","Junior/High School","Edmonton",5,0,2021-04-21
"3721","School","Central",4,0,2021-04-21
"3722","Manufacturing","Calgary",22,0,2021-04-21
"3723","Long-Term Care","Central",1,0,2021-04-21
"3724","Childcare","Edmonton",4,0,2021-04-21
"3725","Shelter","Calgary",3,0,2021-04-21
"3726","Communal","North",7,0,2021-04-21
"3727","Childcare","Calgary",12,0,2021-04-21
"3728","Childcare","Edmonton",12,0,2021-04-21
"3729","School","Edmonton",4,0,2021-04-21
"3730","School","North",8,0,2021-04-21
"3731","School","Edmonton",8,0,2021-04-21
"3732","Medical","Calgary",8,0,2021-04-21
"3733","Communal","North",40,0,2021-04-21
"3734","Long-Term Care","Calgary",1,0,2021-04-21
"3735","Long-Term Care","Calgary",1,0,2021-04-21
"3736","Social Service","Edmonton",1,0,2021-04-21
"3737","Social Service","Edmonton",1,0,2021-04-21
"3738","Social Service","Calgary",1,0,2021-04-21
"3739","Junior/High School","Edmonton",3,0,2021-04-21
"3740","Social Service","Calgary",1,0,2021-04-21
"3741","Office","Edmonton",9,0,2021-04-21
"3742","Childcare","North",9,0,2021-04-21
"3743","Grocery/Essential","Calgary",6,0,2021-04-21
"3744","Long-Term Care","North",2,0,2021-04-21
"3745","Childcare","Calgary",2,0,2021-04-21
"3746","Childcare","Edmonton",2,0,2021-04-21
"3747","School","North",11,0,2021-04-21
"3748","School","Calgary",12,0,2021-04-21
"3749","Long-Term Care","Calgary",2,0,2021-04-21
"3750","School","Calgary",13,0,2021-04-21
"3751","School","Calgary",13,0,2021-04-21
"3752","Long-Term Care","Edmonton",2,0,2021-04-21
"3753","School","South",16,0,2021-04-21
"3754","Junior/High School","Edmonton",12,0,2021-04-22
"3755","Gym/Sports","Calgary",34,0,2021-04-22
"3756","Childcare","Edmonton",6,0,2021-04-22
"3757","School","Edmonton",6,0,2021-04-22
"3758","School","Central",6,0,2021-04-22
"3759","School","Central",4,0,2021-04-22
"3760","Manufacturing","Calgary",11,0,2021-04-22
"3761","Group Home","Edmonton",2,0,2021-04-22
"3762","School","Central",3,0,2021-04-22
"3763","School","Edmonton",3,0,2021-04-22
"3764","School","Calgary",3,0,2021-04-22
"3765","School","Edmonton",3,0,2021-04-22
"3766","School","Edmonton",3,0,2021-04-22
"3767","School","Edmonton",3,0,2021-04-22
"3768","School","Edmonton",3,0,2021-04-22
"3769","Childcare","Edmonton",2,0,2021-04-22
"3770","Shelter","Central",1,0,2021-04-22
"3771","Childcare","Calgary",2,0,2021-04-22
"3772","School","Calgary",1,0,2021-04-22
"3773","School","Calgary",7,0,2021-04-22
"3774","Childcare","Edmonton",2,0,2021-04-22
"3775","Childcare","Edmonton",2,0,2021-04-22
"3776","Junior/High School","South",6,0,2021-04-22
"3777","Childcare","Edmonton",18,0,2021-04-22
"3778","Childcare","Edmonton",2,0,2021-04-22
"3779","Childcare","Calgary",2,0,2021-04-22
"3780","Long-Term Care","Calgary",1,0,2021-04-22
"3781","Long-Term Care","North",3,0,2021-04-22
"3782","Childcare","Calgary",4,0,2021-04-22
"3783","Childcare","Central",4,0,2021-04-22
"3784","Childcare","Edmonton",7,0,2021-04-22
"3785","Junior/High School","Calgary",2,0,2021-04-22
"3786","Communal","North",16,0,2021-04-22
"3787","School","North",8,0,2021-04-22
"3788","Social Service","Calgary",1,0,2021-04-22
"3789","Manufacturing","Calgary",8,0,2021-04-22
"3790","Long-Term Care","South",3,0,2021-04-22
"3791","Long-Term Care","Calgary",4,1,2021-04-22
"3792","Childcare","Calgary",3,0,2021-04-22
"3793","Restaurant","Calgary",6,0,2021-04-22
"3794","Childcare","Edmonton",3,0,2021-04-22
"3795","Junior/High School","Calgary",3,0,2021-04-22
"3796","Acute Care","South",1,0,2021-04-22
"3797","Long-Term Care","Calgary",8,0,2021-04-22
"3798","Childcare","Calgary",3,0,2021-04-22
"3799","School","Calgary",4,0,2021-04-22
"3800","School","South",2,0,2021-04-22
"3801","School","Central",2,0,2021-04-22
"3802","School","Edmonton",2,0,2021-04-22
"3803","School","Calgary",2,0,2021-04-22
"3804","School","Edmonton",2,0,2021-04-22
"3805","School","Edmonton",10,0,2021-04-22
"3806","Food Manufacturing","Edmonton",16,0,2021-04-22
"3807","Acute Care","North",1,1,2021-04-22
"3808","Hotel","Calgary",8,0,2021-04-22
"3809","Junior/High School","South",17,0,2021-04-22
"3810","School","Central",11,0,2021-04-23
"3811","Group Home","North",3,0,2021-04-23
"3812","Childcare","Edmonton",2,0,2021-04-23
"3813","Childcare","Calgary",2,0,2021-04-23
"3814","Construction","Calgary",5,0,2021-04-23
"3815","School","North",3,0,2021-04-23
"3816","School","Edmonton",3,0,2021-04-23
"3817","Social Service","Calgary",2,0,2021-04-23
"3818","School","Central",10,0,2021-04-23
"3819","Social Service","Calgary",1,0,2021-04-23
"3820","School","Calgary",1,0,2021-04-23
"3821","School","North",7,0,2021-04-23
"3822","School","Edmonton",4,0,2021-04-23
"3823","Social Service","Calgary",3,0,2021-04-23
"3824","Childcare","Calgary",4,0,2021-04-23
"3825","School","Edmonton",4,0,2021-04-23
"3826","Construction","Edmonton",12,0,2021-04-23
"3827","School","Edmonton",4,0,2021-04-23
"3828","School","North",5,0,2021-04-23
"3829","Manufacturing","Calgary",2,0,2021-04-23
"3830","Junior/High School","Calgary",4,0,2021-04-23
"3831","Social Service","Calgary",1,0,2021-04-23
"3832","Childcare","North",8,0,2021-04-23
"3833","Long-Term Care","Calgary",4,0,2021-04-23
"3834","Manufacturing","Calgary",5,0,2021-04-23
"3835","Auto Delearship","Edmonton",7,0,2021-04-23
"3836","Junior/High School","Calgary",3,0,2021-04-23
"3837","Junior/High School","Calgary",3,0,2021-04-23
"3838","Manufacturing","Edmonton",13,0,2021-04-23
"3839","Medical","Calgary",8,0,2021-04-23
"3840","Childcare","Calgary",3,0,2021-04-23
"3841","Childcare","Edmonton",10,0,2021-04-23
"3842","Manufacturing","North",16,0,2021-04-23
"3843","School","North",2,0,2021-04-23
"3844","School","Calgary",2,0,2021-04-23
"3845","School","North",2,0,2021-04-23
"3846","School","Central",2,0,2021-04-23
"3847","School","Edmonton",2,0,2021-04-23
"3848","School","Edmonton",6,0,2021-04-23
"3849","Junior/High School","South",9,0,2021-04-23
"3850","Manufacturing","North",9,0,2021-04-23
"3851","Social Service","Calgary",13,0,2021-04-23
"3852","Junior/High School","Central",17,0,2021-04-23
"3853","School","Calgary",6,0,2021-04-24
"3854","School","Edmonton",3,0,2021-04-24
"3855","School","Edmonton",10,0,2021-04-24
"3856","School","Edmonton",5,0,2021-04-24
"3857","Childcare","Calgary",13,0,2021-04-24
"3858","Childcare","Calgary",2,0,2021-04-24
"3859","School","Central",8,0,2021-04-24
"3860","Childcare","Calgary",3,0,2021-04-24
"3861","School","Calgary",4,0,2021-04-24
"3862","Childcare","Calgary",2,0,2021-04-24
"3863","Long-Term Care","Edmonton",1,0,2021-04-24
"3864","Manufacturing","Calgary",36,0,2021-04-24
"3865","Childcare","Calgary",10,0,2021-04-24
"3866","Social Service","Edmonton",2,0,2021-04-24
"3867","Childcare","Calgary",6,0,2021-04-24
"3868","School","Edmonton",3,0,2021-04-24
"3869","Manufacturing","Calgary",17,0,2021-04-24
"3870","Long-Term Care","Central",1,0,2021-04-24
"3871","Gym/Sports","Calgary",11,0,2021-04-24
"3872","Group Home","Calgary",1,0,2021-04-24
"3873","Manufacturing","North",5,0,2021-04-24
"3874","Long-Term Care","Calgary",2,0,2021-04-24
"3875","Acute Care","North",1,0,2021-04-24
"3876","Childcare","North",17,0,2021-04-24
"3877","Hotel","Calgary",8,0,2021-04-24
"3878","Childcare","North",4,0,2021-04-24
"3879","Shelter","Edmonton",1,0,2021-04-24
"3880","School","Central",2,0,2021-04-24
"3881","School","Edmonton",9,0,2021-04-24
"3882","School","South",19,0,2021-04-24
"3883","School","Edmonton",6,0,2021-04-24
"3884","School","Calgary",6,0,2021-04-24
"3885","Social Service","Edmonton",1,0,2021-04-24
"3886","School","Central",6,0,2021-04-24
"3887","Junior/High School","Edmonton",4,0,2021-04-24
"3888","School","North",8,0,2021-04-24
"3889","School","Calgary",3,0,2021-04-24
"3890","Long-Term Care","Edmonton",1,0,2021-04-24
"3891","Shelter","Edmonton",1,0,2021-04-25
"3892","Social Service","Calgary",1,0,2021-04-25
"3893","School","North",6,0,2021-04-25
"3894","School","Central",4,0,2021-04-25
"3895","School","Calgary",6,0,2021-04-25
"3896","School","North",17,0,2021-04-25
"3897","School","Edmonton",5,0,2021-04-25
"3898","School","Calgary",5,0,2021-04-25
"3899","Childcare","Central",13,0,2021-04-25
"3900","Junior/High School","North",2,0,2021-04-25
"3901","School","South",8,0,2021-04-25
"3902","School","Edmonton",8,0,2021-04-25
"3903","Manufacturing","Calgary",19,0,2021-04-25
"3904","School","Calgary",12,0,2021-04-25
"3905","Long-Term Care","Calgary",2,0,2021-04-25
"3906","Junior/High School","Calgary",4,0,2021-04-25
"3907","School","Edmonton",19,0,2021-04-25
"3908","Communal","North",61,0,2021-04-25
"3909","Church","Edmonton",5,0,2021-04-25
"3910","Gym/Sports","Calgary",12,0,2021-04-25
"3911","Childcare","South",11,0,2021-04-25
"3912","Long-Term Care","Calgary",1,0,2021-04-25
"3913","Long-Term Care","Calgary",1,0,2021-04-25
"3914","Manufacturing","Edmonton",7,0,2021-04-25
"3915","Long-Term Care","Calgary",1,0,2021-04-25
"3916","Long-Term Care","Edmonton",1,0,2021-04-25
"3917","Long-Term Care","Edmonton",1,0,2021-04-25
"3918","School","Edmonton",2,0,2021-04-25
"3919","School","Calgary",2,0,2021-04-25
"3920","Childcare","Calgary",70,0,2021-04-25
"3921","Manufacturing","Edmonton",12,0,2021-04-25
"3922","School","Edmonton",2,0,2021-04-25
"3923","Grocery/Essential","Calgary",27,0,2021-04-25
"3924","School","Central",4,0,2021-04-25
"3925","Childcare","Calgary",2,0,2021-04-25
"3926","School","Central",10,0,2021-04-25
"3927","School","Edmonton",3,0,2021-04-25
"3928","School","South",3,0,2021-04-25
"3929","School","Central",3,0,2021-04-25
"3930","School","North",3,0,2021-04-25
"3931","Social Service","Edmonton",2,0,2021-04-25
"3932","Grocery/Essential","Calgary",26,0,2021-04-25
"3933","Shelter","Edmonton",1,0,2021-04-25
"3934","Long-Term Care","Calgary",6,0,2021-04-26
"3935","School","North",9,0,2021-04-26
"3936","School","Edmonton",5,0,2021-04-26
"3937","Childcare","Edmonton",4,0,2021-04-26
"3938","Gym/Sports","Central",7,0,2021-04-26
"3939","Food Manufacturing","Edmonton",23,0,2021-04-26
"3940","School","Edmonton",4,0,2021-04-26
"3941","School","Edmonton",5,0,2021-04-26
"3942","Medical","Calgary",5,0,2021-04-26
"3943","Junior/High School","South",7,0,2021-04-26
"3944","School","Edmonton",7,0,2021-04-26
"3945","Childcare","Calgary",10,0,2021-04-26
"3946","School","Edmonton",6,0,2021-04-26
"3947","Long-Term Care","North",1,0,2021-04-26
"3948","Long-Term Care","Calgary",1,0,2021-04-26
"3949","Long-Term Care","Calgary",1,0,2021-04-26
"3950","Long-Term Care","Central",1,0,2021-04-26
"3951","School","Calgary",6,0,2021-04-26
"3952","Manufacturing","North",13,0,2021-04-26
"3953","Manufacturing","Edmonton",7,0,2021-04-26
"3954","Shelter","Calgary",1,0,2021-04-26
"3955","School","Calgary",3,0,2021-04-26
"3956","School","Edmonton",3,0,2021-04-26
"3957","School","Edmonton",3,0,2021-04-26
"3958","School","Edmonton",3,0,2021-04-26
"3959","Manufacturing","Edmonton",5,0,2021-04-26
"3960","Manufacturing","Calgary",4,0,2021-04-26
"3961","Shelter","Calgary",3,0,2021-04-26
"3962","School","North",6,0,2021-04-26
"3963","School","Calgary",4,0,2021-04-26
"3964","School","Edmonton",8,0,2021-04-26
"3965","School","North",8,0,2021-04-26
"3966","Gym/Sports","Edmonton",6,0,2021-04-26
"3967","Junior/High School","Central",2,0,2021-04-26
"3968","Food Manufacturing","Central",32,0,2021-04-26
"3969","Childcare","Central",3,0,2021-04-26
"3970","School","Edmonton",4,0,2021-04-26
"3971","Childcare","Edmonton",3,0,2021-04-26
"3972","School","Calgary",12,0,2021-04-26
"3973","School","Calgary",4,0,2021-04-26
"3974","School","Edmonton",10,0,2021-04-26
"3975","Shelter","Calgary",1,0,2021-04-26
"3976","Restaurant","Edmonton",6,0,2021-04-26
"3977","School","Edmonton",2,0,2021-04-26
"3978","Manufacturing","Edmonton",11,0,2021-04-26
"3979","Food Manufacturing","Edmonton",2,0,2021-04-26
"3980","School","Edmonton",6,0,2021-04-26
"3981","School","Central",3,0,2021-04-27
"3982","School","North",18,0,2021-04-27
"3983","Manufacturing","South",5,0,2021-04-27
"3984","Church","Edmonton",7,0,2021-04-27
"3985","Long-Term Care","Calgary",1,0,2021-04-27
"3986","School","Central",9,0,2021-04-27
"3987","School","North",9,0,2021-04-27
"3988","School","Calgary",6,0,2021-04-27
"3989","Social Service","Edmonton",3,0,2021-04-27
"3990","School","Calgary",3,0,2021-04-27
"3991","School","Edmonton",3,0,2021-04-27
"3992","Long-Term Care","Edmonton",2,0,2021-04-27
"3993","Group Home","Calgary",1,0,2021-04-27
"3994","Junior/High School","Calgary",6,0,2021-04-27
"3995","Childcare","Edmonton",4,0,2021-04-27
"3996","Long-Term Care","Central",1,0,2021-04-27
"3997","School","Calgary",3,0,2021-04-27
"3998","School","Edmonton",2,0,2021-04-27
"3999","Childcare","Calgary",1,0,2021-04-27
"4000","Manufacturing","Calgary",11,0,2021-04-27
"4001","School","Edmonton",3,0,2021-04-27
"4002","Social Service","Central",1,0,2021-04-27
"4003","School","Calgary",3,0,2021-04-27
"4004","School","Edmonton",5,0,2021-04-27
"4005","Long-Term Care","Edmonton",1,0,2021-04-27
"4006","School","North",5,0,2021-04-27
"4007","School","Calgary",5,0,2021-04-27
"4008","School","Central",6,0,2021-04-27
"4009","School","Calgary",12,0,2021-04-27
"4010","Correctional","Central",3,0,2021-04-27
"4011","Manufacturing","Calgary",13,0,2021-04-27
"4012","School","Edmonton",10,0,2021-04-27
"4013","School","Edmonton",6,0,2021-04-27
"4014","Manufacturing","Calgary",86,0,2021-04-27
"4015","Manufacturing","Calgary",10,0,2021-04-27
"4016","Childcare","Calgary",6,0,2021-04-27
"4017","School","Edmonton",2,0,2021-04-27
"4018","Junior/High School","Calgary",2,0,2021-04-27
"4019","Group Home","Calgary",11,0,2021-04-27
"4020","Social Service","South",5,0,2021-04-27
"4021","Social Service","Edmonton",3,0,2021-04-27
"4022","Childcare","Edmonton",5,0,2021-04-27
"4023","School","Edmonton",2,0,2021-04-27
"4024","School","Calgary",2,0,2021-04-27
"4025","School","Edmonton",4,0,2021-04-27
"4026","School","South",13,0,2021-04-27
"4027","School","Central",12,0,2021-04-27
"4028","School","Calgary",6,0,2021-04-27
"4029","Manufacturing","Edmonton",6,0,2021-04-27
"4030","Childcare","Central",5,0,2021-04-28
"4031","Manufacturing","Calgary",10,0,2021-04-28
"4032","Grocery/Essential","Edmonton",6,0,2021-04-28
"4033","Business","Calgary",5,0,2021-04-28
"4034","Grocery/Essentials","North",24,0,2021-04-28
"4035","Long-Term Care","Central",1,0,2021-04-28
"4036","Long-Term Care","North",1,0,2021-04-28
"4037","Business","Edmonton",4,0,2021-04-28
"4038","Manufacturing","North",7,0,2021-04-28
"4039","School","Calgary",5,0,2021-04-28
"4040","School","Calgary",5,0,2021-04-28
"4041","School","Central",5,0,2021-04-28
"4042","Junior/High School","Central",21,0,2021-04-28
"4043","Acute Care","Central",5,0,2021-04-28
"4044","Junior/High School","Edmonton",12,0,2021-04-28
"4045","School","Calgary",6,0,2021-04-28
"4046","School","Calgary",3,0,2021-04-28
"4047","School","Edmonton",3,0,2021-04-28
"4048","School","Edmonton",3,0,2021-04-28
"4049","School","North",3,0,2021-04-28
"4050","School","Calgary",3,0,2021-04-28
"4051","School","Central",7,0,2021-04-28
"4052","Manufacturing","Calgary",28,0,2021-04-28
"4053","Social Service","Calgary",3,0,2021-04-28
"4054","Manufacturing","South",24,0,2021-04-28
"4055","Communal","North",13,0,2021-04-28
"4056","School","Calgary",9,0,2021-04-28
"4057","School","Central",9,0,2021-04-28
"4058","Junior/High School","Calgary",3,0,2021-04-28
"4059","Junior/High School","Edmonton",3,0,2021-04-28
"4060","School","Calgary",11,0,2021-04-28
"4061","Childcare","Calgary",2,0,2021-04-28
"4062","Social Service","South",7,0,2021-04-28
"4063","Restaurant","Central",7,0,2021-04-28
"4064","Long-Term Care","Calgary",2,0,2021-04-28
"4065","Long-Term Care","North",2,0,2021-04-28
"4066","Long-Term Care","Edmonton",2,0,2021-04-28
"4067","Childcare","Calgary",4,0,2021-04-28
"4068","School","North",1,0,2021-04-28
"4069","Social Service","Calgary",1,0,2021-04-28
"4070","Childcare","Calgary",5,0,2021-04-28
"4071","Childcare","Calgary",6,0,2021-04-28
"4072","Social Service","Edmonton",1,0,2021-04-28
"4073","School","South",2,0,2021-04-28
"4074","School","Edmonton",2,0,2021-04-28
"4075","School","Edmonton",2,0,2021-04-28
"4076","School","Edmonton",2,0,2021-04-28
"4077","School","Edmonton",2,0,2021-04-28
"4078","School","South",4,0,2021-04-28
"4079","School","Calgary",4,0,2021-04-28
"4080","School","Central",51,0,2021-04-29
"4081","School","Central",4,0,2021-04-29
"4082","Long-Term Care","South",1,0,2021-04-29
"4083","Acute Care","Edmonton",1,0,2021-04-29
"4084","Acute Care","Edmonton",1,0,2021-04-29
"4085","Junior/High School","Calgary",15,0,2021-04-29
"4086","Junior/High School","South",11,0,2021-04-29
"4087","Manufacturing","Edmonton",12,0,2021-04-29
"4088","Manufacturing","Calgary",12,0,2021-04-29
"4089","Social Service","South",1,0,2021-04-29
"4090","Childcare","Edmonton",6,0,2021-04-29
"4091","School","North",10,0,2021-04-29
"4092","Group Home","Central",1,0,2021-04-29
"4093","Childcare","Calgary",11,0,2021-04-29
"4094","Social Service","Edmonton",7,0,2021-04-29
"4095","School","Edmonton",3,0,2021-04-29
"4096","Shelter","Calgary",1,0,2021-04-29
"4097","Shelter","Calgary",1,0,2021-04-29
"4098","Group Home","Edmonton",5,0,2021-04-29
"4099","Long-Term Care","Calgary",3,0,2021-04-29
"4100","Auto Delearship","Calgary",16,0,2021-04-29
"4101","School","Edmonton",9,0,2021-04-29
"4102","School","Edmonton",2,0,2021-04-29
"4103","Manufacturing","Edmonton",7,0,2021-04-29
"4104","Communal","North",68,0,2021-04-29
"4105","School","Edmonton",5,0,2021-04-29
"4106","Childcare","Calgary",12,0,2021-04-29
"4107","School","Edmonton",2,0,2021-04-29
"4108","School","South",5,0,2021-04-29
"4109","School","Calgary",5,0,2021-04-29
"4110","School","Calgary",5,0,2021-04-29
"4111","School","North",5,0,2021-04-29
"4112","Childcare","Calgary",15,0,2021-04-29
"4113","School","South",2,0,2021-04-29
"4114","Acute Care","North",1,0,2021-04-29
"4115","Junior/High School","Edmonton",6,0,2021-04-29
"4116","Long-Term Care","South",2,0,2021-04-29
